id,lon,lat
287,116.4495262,39.9561952
288,116.4493577,39.9561288
289,116.449058,39.9561201
290,116.4501915,39.9580911
291,116.4607431,39.9675538
292,116.4612344,39.9680097
293,116.4511862,39.9591635
294,116.4508169,39.9589404
295,116.4506438,39.9588393
296,116.4504377,39.9587424
297,116.4501795,39.9586476
298,116.4495058,39.9584423
299,116.4493266,39.9583424
300,116.4491647,39.9582245
301,116.4481884,39.9564613
302,116.4473024,39.9556562
303,116.4470711,39.9556095
304,116.4469835,39.9556036
305,116.4468726,39.9556315
306,116.4467853,39.9556819
307,116.446747,39.9557377
308,116.44782,39.9566013
309,116.4467396,39.9557935
310,116.4467458,39.955847
311,116.4467768,39.9559005
312,116.4466766,39.9573286
313,116.446744,39.9572877
314,116.4469412,39.9571602
315,116.4468006,39.9574926
316,116.4467986,39.9575699
317,116.4475454,39.9569986
318,116.4469686,39.9573752
319,116.4468724,39.957438
320,116.448104,39.9566269
321,116.4480685,39.9567758
322,116.4480783,39.9568465
323,116.4480977,39.9569091
324,116.448149,39.9569773
325,116.4500657,39.9587043
326,116.4515245,39.9600592
327,116.4517471,39.9602831
328,116.4518272,39.9604342
329,116.4488182,39.956176
330,116.4507311,39.9551084
331,116.4508015,39.9551647
332,116.4134008,39.9212191
333,116.4205538,39.910715
334,116.4191469,39.9107074
335,116.4205815,39.9102272
336,116.4206843,39.9089534
337,116.4204506,39.912862
338,116.4185104,39.912822
339,116.4205201,39.911412
340,116.4201576,39.9177719
341,116.4201808,39.9172466
342,116.420191,39.9170371
343,116.4200322,39.9205644
344,116.4200665,39.9198699
345,116.4200742,39.9194378
346,116.4200927,39.9191009
347,116.3882619,39.9812361
348,116.3881489,39.9835845
349,116.3880506,39.9856266
350,116.391715,39.9809118
351,116.3921013,39.9807211
352,116.3925304,39.9806093
353,116.3929853,39.9805633
354,116.3933887,39.980583
355,116.3938007,39.9806882
356,116.3941183,39.9808066
357,116.391385,39.9812241
358,116.391226,39.9814621
359,116.3910836,39.9816299
360,116.3908482,39.9817138
361,116.394445,39.981022
362,116.3947019,39.9812144
363,116.3949594,39.9813985
364,116.3953028,39.9814709
365,116.3972555,39.9815094
366,116.3976017,39.9815162
367,116.3982197,39.9819634
368,116.3995806,39.9820623
369,116.3997739,39.9822175
370,116.399725,39.982568
371,116.3996579,39.98278
372,116.4011781,39.9816984
373,116.4039799,39.981761
374,116.3995911,39.9830139
375,116.3997334,39.9830414
376,116.3993282,39.9835491
377,116.3991136,39.9838977
378,116.3988218,39.9842594
379,116.3984871,39.9845882
380,116.3981094,39.9848907
381,116.3977146,39.9851669
382,116.3972597,39.985384
383,116.3968391,39.9855681
384,116.3961868,39.9857654
385,116.3955602,39.9859298
386,116.3939967,39.9814223
387,116.3940749,39.9814869
388,116.3941457,39.9815562
389,116.3942087,39.9816298
390,116.3942634,39.9817072
391,116.3943095,39.9817879
392,116.3943466,39.9818712
393,116.3943745,39.9819566
394,116.394393,39.9820435
395,116.3944019,39.9821312
396,116.3944012,39.9822192
397,116.3943909,39.9823069
398,116.3943711,39.9823936
399,116.3943419,39.9824788
400,116.3943034,39.9825617
401,116.3942561,39.9826419
402,116.3942002,39.9827188
403,116.3941361,39.9827919
404,116.3940642,39.9828606
405,116.3939851,39.9829244
406,116.3938993,39.9829829
407,116.3938073,39.9830357
408,116.39371,39.9830825
409,116.3936079,39.9831228
410,116.3935017,39.9831565
411,116.3933923,39.9831833
412,116.3932803,39.9832029
413,116.3931665,39.9832153
414,116.3930518,39.9832203
415,116.392937,39.983218
416,116.3928228,39.9832083
417,116.3927101,39.9831914
418,116.3925996,39.9831673
419,116.3924921,39.9831361
420,116.3923884,39.9830982
421,116.3922892,39.9830538
422,116.3938797,39.981343
423,116.3937516,39.9812743
424,116.3936142,39.9812173
425,116.3934692,39.9811726
426,116.3933185,39.9811409
427,116.393164,39.9811225
428,116.3930079,39.9811176
429,116.392852,39.9811264
430,116.3926984,39.9811487
431,116.3925492,39.9811843
432,116.3924062,39.9812326
433,116.3922713,39.9812931
434,116.3921462,39.9813649
435,116.3920278,39.9814511
436,116.3919236,39.9815475
437,116.391835,39.9816528
438,116.3917634,39.9817653
439,116.3917098,39.9818835
440,116.3916749,39.9820058
441,116.3916592,39.9821304
442,116.3916629,39.9822556
443,116.3916861,39.9823795
444,116.3917282,39.9825005
445,116.3917889,39.9826167
446,116.3918671,39.9827266
447,116.3919619,39.9828286
448,116.3920718,39.9829212
449,116.3902216,39.9844764
450,116.390728,39.9848907
451,116.3912515,39.9852195
452,116.3917665,39.9854892
453,116.3920722,39.9856114
454,116.3923588,39.9857259
455,116.3930454,39.9858969
456,116.3937406,39.9859956
457,116.3898697,39.9840884
458,116.3895607,39.9836543
459,116.3894412,39.9832564
460,116.389321,39.982866
461,116.3892868,39.9824932
462,116.3892595,39.9820764
463,116.3893317,39.9818679
464,116.3900707,39.9816928
465,116.3946725,39.9860199
466,116.3946806,39.9859383
467,116.3947204,39.9858624
468,116.3947881,39.9857991
469,116.3948775,39.9857544
470,116.3949803,39.9857324
471,116.3946972,39.9861003
472,116.3947525,39.9861711
473,116.3948332,39.9862257
474,116.3949318,39.986259
475,116.3953726,39.9859848
476,116.3953612,39.9860687
477,116.3953163,39.9861459
478,116.3952425,39.9862085
479,116.3951469,39.9862506
480,116.3953472,39.9858979
481,116.3952861,39.9858221
482,116.3951961,39.9857658
483,116.375946,39.9475266
484,116.3733022,39.9475194
485,116.3713536,39.9475139
486,116.370435,39.94749
487,116.3980371,39.9477018
488,116.429338,39.9096974
489,116.4293085,39.9094016
490,116.4292657,39.9092431
491,116.4291721,39.9090944
492,116.4290372,39.9088405
493,116.4289495,39.9086839
494,116.4289176,39.9085676
495,116.4293901,39.9093524
496,116.420821,39.9036864
497,116.4194619,39.9036763
498,116.4193614,39.9036609
499,116.4191722,39.9036318
500,116.4187931,39.9035345
501,116.3934635,39.8982538
502,116.3934966,39.898569
503,116.3934654,39.8987107
504,116.4004262,39.8993163
505,116.4004239,39.8991853
506,116.4054759,39.8994584
507,116.4108863,39.9321558
508,116.4108904,39.9320134
509,116.4109037,39.9315544
510,116.4195114,39.9322266
511,116.4195616,39.931635
512,116.427141,39.932228
513,116.4271906,39.9321155
514,116.4273044,39.9319861
515,116.4286887,39.9322374
516,116.4025943,39.9319029
517,116.4022176,39.9394693
518,116.4021606,39.939469
519,116.4005261,39.9394618
520,116.3994707,39.9394548
521,116.3990985,39.9394521
522,116.3989548,39.9394519
523,116.3979951,39.9394461
524,116.3977663,39.9394434
525,116.3968136,39.9394323
526,116.4023122,39.9385386
527,116.3897402,39.9387626
528,116.3897548,39.9385375
529,116.3897791,39.9381647
530,116.3897962,39.9378848
531,116.3898041,39.9376673
532,116.3889545,39.9391934
533,116.3888827,39.9392328
534,116.3905704,39.9393227
535,116.3907263,39.9393632
536,116.3914659,39.9393817
537,116.3927767,39.9393969
538,116.393521,39.9394052
539,116.3940679,39.9394088
540,116.3944808,39.939412
541,116.3086064,39.9311234
542,116.3137272,39.9311044
543,116.309868,39.9311169
544,116.3095402,39.9311181
545,116.3094185,39.9311186
546,116.309117,39.931114
547,116.3275909,39.9311142
548,116.3274975,39.9319306
549,116.3273999,39.9311122
550,116.3269888,39.931108
551,116.3266158,39.9311042
552,116.326372,39.9311017
553,116.3258794,39.9311015
554,116.3245708,39.9311012
555,116.3332555,39.9311185
556,116.3332559,39.931309
557,116.3332576,39.9321205
558,116.3433507,39.9310731
559,116.3427777,39.9310825
560,116.3425901,39.9310827
561,116.3422536,39.931093
562,116.3414357,39.9310983
563,116.3473555,39.9310609
564,116.3463898,39.9310638
565,116.3473521,39.9311949
566,116.3470548,39.9343739
567,116.3617734,39.9311321
568,116.366768,39.931361
569,116.362906,39.9311956
570,116.3706008,39.9314618
571,116.3706169,39.931449
572,116.3701401,39.9314639
573,116.3681961,39.931399
574,116.3669376,39.931357
575,116.3738596,39.9316526
576,116.3724871,39.9315744
577,116.3713031,39.9315105
578,116.3710169,39.9314897
579,116.3767229,39.9317342
580,116.373703,39.9466787
581,116.3735339,39.9456002
582,116.3733287,39.9444694
583,116.3732701,39.9440858
584,116.3724976,39.9483094
585,116.3725458,39.9481993
586,116.3726853,39.9480412
587,116.3728024,39.9479449
588,116.372831,39.9479002
589,116.3728546,39.9478554
590,116.3728678,39.9478113
591,116.3728758,39.947769
592,116.3728793,39.9476884
593,116.3728766,39.9472312
594,116.3724175,39.9481822
595,116.3722534,39.9478427
596,116.3721466,39.9477908
597,116.3726378,39.9496279
598,116.372561,39.9494842
599,116.3725177,39.9492989
600,116.3725117,39.9486152
601,116.37251,39.948426
602,116.3875497,39.9477585
603,116.3875463,39.9478478
604,116.3875323,39.9482107
605,116.3839776,39.9477155
606,116.309828,39.990832
607,116.3098164,39.9909154
608,116.3096592,39.992637
609,116.309615,39.9929498
610,116.3094675,39.9939607
611,116.3094547,39.9940965
612,116.3094314,39.9943439
613,116.3094276,39.9943895
614,116.309424,39.9944326
615,116.3094157,39.9945156
616,116.3094074,39.9945995
617,116.3094034,39.9946426
618,116.326695,39.991455
619,116.3265691,39.991451
620,116.3264725,39.9914479
621,116.3237993,39.9913485
622,116.3733343,39.9600558
623,116.3730634,39.9573558
624,116.3730496,39.9565989
625,116.3730476,39.9559959
626,116.3731542,39.951047
627,116.3674038,39.9858095
628,116.3699913,39.9857797
629,116.3702694,39.9857578
630,116.3660573,39.9859732
631,116.4194138,39.9395643
632,116.4194449,39.9385978
633,116.4195135,39.9364632
634,116.4195297,39.9359598
635,116.419532,39.9358886
636,116.4269228,39.9396016
637,116.4269905,39.9394863
638,116.4191892,39.9480266
639,116.455888,39.9400348
640,116.4558889,39.940164
641,116.4558898,39.940314
642,116.4558991,39.9417397
643,116.4559011,39.9420446
644,116.466617,39.9324698
645,116.4666187,39.9326078
646,116.4666408,39.9333934
647,116.4666647,39.9335714
648,116.4667374,39.9337519
649,116.466862,39.9339164
650,116.4671243,39.9341801
651,116.4674652,39.9345078
652,116.4684208,39.9354264
653,116.4686059,39.9356666
654,116.4686959,39.9358577
655,116.4687271,39.9360315
656,116.4558406,39.9323044
657,116.4572469,39.9323218
658,116.4576147,39.9323217
659,116.4028883,39.9258827
660,116.4030083,39.92587
661,116.40428,39.9259172
662,116.404355,39.9259161
663,116.4029263,39.9260489
664,116.449288,39.9399723
665,116.4492885,39.9400959
666,116.4559674,39.9122122
667,116.4559081,39.9139083
668,116.4559045,39.9457205
669,116.4561184,39.9457307
670,116.4559296,39.9459782
671,116.468777,39.9667626
672,116.4686921,39.9668377
673,116.4731405,39.9706832
674,116.471145,39.9688444
675,116.4706673,39.9684042
676,116.470607,39.9683487
677,116.470139,39.9679444
678,116.4730891,39.970716
679,116.4719569,39.9714581
680,116.4835284,39.9486397
681,116.4835217,39.9482812
682,116.4835245,39.9478305
683,116.4835375,39.9457187
684,116.4835449,39.9445172
685,116.4835455,39.9443668
686,116.4753841,39.9766775
687,116.4746971,39.9760628
688,116.4763869,39.9760335
689,116.4778715,39.97508
690,116.4558308,39.9274554
691,116.4558329,39.9278188
692,116.4566075,39.9274436
693,116.4569178,39.9274389
694,116.4574209,39.9274312
695,116.4576126,39.9274361
696,116.4577421,39.9274436
697,116.4610619,39.9324533
698,116.4610706,39.9325724
699,116.4610749,39.9335718
700,116.4608498,39.9280488
701,116.4608366,39.929622
702,116.4600908,39.9278784
703,116.459387,39.9277139
704,116.4619656,39.928336
705,116.4313674,39.9255377
706,116.431147,39.9255736
707,116.428849,39.9256234
708,116.4285698,39.9256291
709,116.4284876,39.9256308
710,116.4345463,39.9255603
711,116.4345001,39.92543
712,116.4375595,39.925585
713,116.437775,39.9255847
714,116.4375616,39.9272397
715,116.4398707,39.9255822
716,116.4399148,39.9231452
717,116.4399345,39.9220531
718,116.4422221,39.9255955
719,116.4428615,39.9255969
720,116.4398707,39.9259233
721,116.4396059,39.9261695
722,116.4394165,39.926332
723,116.439274,39.9265673
724,116.4392474,39.9267508
725,116.4392634,39.9269371
726,116.4393041,39.9271574
727,116.4393282,39.9272389
728,116.4395342,39.9276492
729,116.4395453,39.9276714
730,116.4396065,39.927733
731,116.439645,39.9277736
732,116.4398691,39.9280052
733,116.44425,39.9255997
734,116.4442504,39.9257088
735,116.4442647,39.9294702
736,116.4399335,39.9219408
737,116.4389007,39.9220388
738,116.43847,39.9221082
739,116.4383881,39.9221214
740,116.437539,39.9223014
741,116.4442705,39.9322818
742,116.4443301,39.9399381
743,116.4443307,39.9400474
744,116.4443437,39.9443334
745,116.4443502,39.9444995
746,116.4443539,39.9449437
747,116.444354,39.9452777
748,116.4443488,39.9455764
749,116.444319,39.9458613
750,116.4440395,39.9461968
751,116.4441693,39.9458364
752,116.4442202,39.9455767
753,116.4704488,39.9527914
754,116.4703278,39.9527511
755,116.4676898,39.951871
756,116.4651529,39.9510556
757,116.4558862,39.9480762
758,116.4493104,39.9469533
759,116.4597808,39.9586053
760,116.4596859,39.9586688
761,116.4563229,39.9554887
762,116.4559093,39.9425347
763,116.4559082,39.9426974
764,116.4588794,39.9425468
765,116.4590342,39.9425474
766,116.459201,39.9425481
767,116.4594991,39.9425493
768,116.4609339,39.9425816
769,116.4622593,39.9429039
770,116.4557131,39.9178844
771,116.4558919,39.9143716
772,116.4557209,39.9147861
773,116.4560984,39.9091455
774,116.4559775,39.9096908
775,116.4559768,39.9098637
776,116.4559755,39.9102021
777,116.4558787,39.9501227
778,116.4958798,39.9347876
779,116.4958806,39.9334726
780,116.489314,39.9329221
781,116.4893214,39.932411
782,116.4723082,39.9298801
783,116.4723365,39.9322302
784,116.4721506,39.9297275
785,116.4685883,39.9296501
786,116.4675645,39.9296279
787,116.4721126,39.9277581
788,116.4723397,39.9324953
789,116.4785068,39.9299998
790,116.4785591,39.9295207
791,116.4785623,39.9293563
792,116.4786181,39.9290001
793,116.4786594,39.9283211
794,116.478694,39.9281284
795,116.4787811,39.9273007
796,116.4771361,39.929981
797,116.4771281,39.9304271
798,116.4771174,39.9311178
799,116.4758619,39.9299446
800,116.4734129,39.9299081
801,116.4759511,39.9301627
802,116.4761172,39.9322405
803,116.4442578,39.9215777
804,116.4465909,39.920324
805,116.4466451,39.9206027
806,116.4467117,39.9220574
807,116.4471141,39.9220006
808,116.4476635,39.9219964
809,116.446384,39.9220278
810,116.4461147,39.9219634
811,116.4460041,39.9219199
812,116.4458269,39.9218503
813,116.4456029,39.9217394
814,116.4453548,39.9216241
815,116.4450896,39.9215708
816,116.4447848,39.9215589
817,116.4608701,39.9213663
818,116.4856164,39.9142401
819,116.4878046,39.9142781
820,116.4819791,39.9142795
821,116.4788114,39.9142162
822,116.4786684,39.9142133
823,116.4784793,39.9142128
824,116.47777,39.9142111
825,116.4764878,39.914208
826,116.4755044,39.9142385
827,116.4751997,39.9142486
828,116.4719157,39.9143575
829,116.4664038,39.9146811
830,116.4659018,39.9147614
831,116.4636005,39.9152525
832,116.4634393,39.9152869
833,116.4632202,39.9153293
834,116.4627154,39.9154269
835,116.4622282,39.9155631
836,116.4592938,39.9166086
837,116.455687,39.9428882
838,116.4556948,39.9433414
839,116.4556972,39.9434799
840,116.4555178,39.9359967
841,116.4555064,39.9332556
842,116.4555012,39.9311798
843,116.4555494,39.9498101
844,116.455558,39.9491327
845,116.4555796,39.9473804
846,116.455549,39.9451068
847,116.4555327,39.9428812
848,116.4555316,39.9427381
849,116.4555314,39.9427095
850,116.4555261,39.9403177
851,116.4555185,39.9396436
852,116.455243,39.9510421
853,116.4554323,39.95049
854,116.4556559,39.9503874
855,116.4556261,39.9505309
856,116.455406,39.9511173
857,116.4551261,39.9515659
858,116.4549135,39.9518615
859,116.4547073,39.952126
860,116.4543839,39.952439
861,116.4539798,39.9527356
862,116.4516582,39.9542789
863,116.4508574,39.9548244
864,116.4507165,39.9549204
865,116.4552538,39.9515394
866,116.455074,39.9518826
867,116.4547918,39.9522
868,116.4544475,39.9525399
869,116.4541074,39.9528193
870,116.4504136,39.9552389
871,116.4502787,39.9553443
872,116.4501688,39.9554379
873,116.4500555,39.9555826
874,116.4499551,39.9558035
875,116.4498877,39.9561653
876,116.4498382,39.9565732
877,116.449794,39.9569311
878,116.449792,39.9572468
879,116.4498534,39.9574877
880,116.4500079,39.9577509
881,116.4557236,39.9508908
882,116.4556219,39.951193
883,116.4561021,39.9512673
884,116.4553959,39.9515989
885,116.4552673,39.9517844
886,116.4551067,39.9520211
887,116.4513683,39.9451745
888,116.4532829,39.9454475
889,116.4786611,39.9300034
890,116.4787041,39.9322476
891,116.4801052,39.9300421
892,116.4805275,39.9300845
893,116.4841774,39.9325092
894,116.4841756,39.9326261
895,116.4837142,39.9395822
896,116.4837557,39.9335498
897,116.4837478,39.9333174
898,116.48375,39.9329136
899,116.4837527,39.9319697
900,116.4837477,39.9315773
901,116.4837465,39.9314823
902,116.483745,39.9313577
903,116.4752049,39.9623004
904,116.4750429,39.962525
905,116.483027,39.9534262
906,116.4832952,39.9524419
907,116.4834926,39.9514892
908,116.4836159,39.9505933
909,116.4836903,39.9495457
910,116.4688425,39.9750774
911,116.4669742,39.973569
912,116.4610992,39.9680827
913,116.4605652,39.9676093
914,116.4836822,39.9112532
915,116.4836253,39.9090118
916,116.4835515,39.9102919
917,116.48362,39.9088023
918,116.4835523,39.9071492
919,116.4835382,39.9065756
920,116.4834555,39.9080872
921,116.4836252,39.887173
922,116.483633,39.882798
923,116.4836312,39.8820466
924,116.4836301,39.8816017
925,116.48362,39.8776873
926,116.4835768,39.8765735
927,116.4835214,39.8756597
928,116.4834256,39.874804
929,116.4812927,39.8613807
930,116.4803328,39.8554411
931,116.4802165,39.8547169
932,116.4800707,39.8538096
933,116.4796188,39.8509959
934,116.4793024,39.849339
935,116.4791517,39.8487252
936,116.4788133,39.8476597
937,116.4784704,39.8468615
938,116.4780433,39.8460932
939,116.4775095,39.8453233
940,116.4764759,39.8441405
941,116.4763178,39.8439902
942,116.4759781,39.843838
943,116.4755323,39.8435247
944,116.475923,39.8436213
945,116.475134,39.8429661
946,116.4744022,39.8424054
947,116.4737534,39.8419489
948,116.4622121,39.8344898
949,116.4613776,39.8340147
950,116.4604137,39.8335569
951,116.4595665,39.8332473
952,116.4587501,39.8329751
953,116.4577753,39.8327158
954,116.4567484,39.8325259
955,116.453127,39.8320399
956,116.4525293,39.8319798
957,116.3229152,39.8293845
958,116.3193915,39.8293852
959,116.3189582,39.8293838
960,116.2945688,39.8293786
961,116.2825624,39.8316871
962,116.2823323,39.8319837
963,116.2820446,39.832395
964,116.2817835,39.8329042
965,116.2815692,39.8334392
966,116.2814395,39.8339064
967,116.2809838,39.8361164
968,116.2803832,39.83871
969,116.2801249,39.8398733
970,116.2799583,39.8403421
971,116.2797908,39.8407052
972,116.2794884,39.8412135
973,116.2758611,39.8676472
974,116.2733285,39.8715283
975,116.2727977,39.8725771
976,116.2723656,39.8736948
977,116.2720621,39.874502
978,116.2693764,39.8817587
979,116.2686986,39.8837546
980,116.2687055,39.8841882
981,116.2686382,39.8845981
982,116.2685007,39.8845118
983,116.2682332,39.8860299
984,116.2681692,39.8868702
985,116.2681316,39.8875236
986,116.2681103,39.8879813
987,116.2681243,39.8901997
988,116.2683467,39.941276
989,116.2684932,39.9416284
990,116.2685994,39.941936
991,116.2686018,39.944176
992,116.2689529,39.9468613
993,116.2693968,39.9497238
994,116.2692258,39.9677658
995,116.2694853,39.968148
996,116.2700466,39.9688677
997,116.2703209,39.9691405
998,116.2711235,39.9697743
999,116.2721666,39.9703457
1000,116.2747964,39.9715773
1001,116.2762577,39.9722838
1002,116.2772534,39.9727778
1003,116.2785995,39.9735585
1004,116.2801944,39.974636
1005,116.2810536,39.9753369
1006,116.2936802,39.9835573
1007,116.2948352,39.9836161
1008,116.2949664,39.9836222
1009,116.3280315,39.9659957
1010,116.3476655,39.9850321
1011,116.3504939,39.9853809
