traj_id,dis1,time_period_x,time_period_y,time_period_mid,dis1_res,dis2_res
2841,3.6529889190439704,14,14,14.0,0.1970671862487662,0.5833333333333334
2842,4.824874144831016,16,17,16.5,0.26028668380825865,0.6875
2843,3.9957267865159443,17,18,17.5,0.21555680903724186,0.7291666666666666
2845,1.3665650072864366,18,19,18.5,0.07372185538477982,0.7708333333333334
2846,1.7654545586423394,19,19,19.0,0.09524068373378919,0.7916666666666666
2847,3.4699406542707756,20,20,20.0,0.18719231192365784,0.8333333333333334
2848,3.582149022813202,20,20,20.0,0.19324559813729564,0.8333333333333334
2851,3.4907744026775336,22,22,22.0,0.18831622668729994,0.9166666666666666
2853,4.060988273761061,23,23,23.0,0.2190774596460509,0.9583333333333334
2855,2.147537518766789,0,1,0.5,0.11585284969815535,0.020833333333333332
2856,3.686785454859214,8,8,8.0,0.19889040235088587,0.3333333333333333
2857,3.1825499398275525,8,8,8.0,0.17168849280334944,0.3333333333333333
2858,3.362807599242756,9,9,9.0,0.18141282280488674,0.375
2859,3.1063673051785003,9,9,9.0,0.16757868087015707,0.375
2860,2.7362542263756833,10,10,10.0,0.14761225210457857,0.4166666666666667
2861,2.3161062446708254,11,11,11.0,0.12494659874575494,0.4583333333333333
2862,2.660179182197724,12,12,12.0,0.14350824433665338,0.5
2864,2.7400980030075637,13,13,13.0,0.14781961168387114,0.5416666666666666
2865,3.1717371799210574,13,13,13.0,0.17110517864128127,0.5416666666666666
2867,4.12065495106287,15,16,15.5,0.22229628797246095,0.6458333333333334
2868,3.5655126832284654,17,17,17.0,0.1923481202899495,0.7083333333333334
2870,2.9758425587264523,20,20,20.0,0.16053728406080936,0.8333333333333334
2872,3.3011441763158897,0,0,0.0,0.1780862763740135,0.0
2873,6.549264688702738,7,8,7.5,0.3533120939602596,0.3125
2874,3.2006353247610373,8,8,8.0,0.17266414205935662,0.3333333333333333
2876,3.1107683792587264,9,9,9.0,0.1678161048822971,0.375
2877,5.241660685092973,9,10,9.5,0.28277099804408656,0.3958333333333333
2878,4.807458927277704,10,10,10.0,0.25934718796055717,0.4166666666666667
2879,5.038274101186324,11,11,11.0,0.2717989357960243,0.4583333333333333
2880,2.069863697978987,11,11,11.0,0.11166259299410569,0.4583333333333333
2881,5.99956251074238,12,12,12.0,0.32365740190227843,0.5
2882,3.76877363183867,13,13,13.0,0.2033134049115495,0.5416666666666666
2883,1.6210893510731061,13,13,13.0,0.08745263786823167,0.5416666666666666
2884,1.2278256532648244,13,13,13.0,0.06623730650578513,0.5416666666666666
2885,1.0473340798115007,14,14,14.0,0.05650035758249965,0.5833333333333334
2886,0.8732515446211889,15,15,15.0,0.04710915598148717,0.625
2887,2.0271896277224246,15,15,15.0,0.10936046201653793,0.625
2888,3.119911010039574,15,15,15.0,0.16830932086592634,0.625
2889,1.7688714796205727,16,16,16.0,0.09542501580205921,0.6666666666666666
2892,2.23914069755159,21,21,21.0,0.12079455116361937,0.875
2893,2.060521459163327,21,21,21.0,0.11115860878898855,0.875
2894,1.6375727806525093,22,22,22.0,0.08834186670492707,0.9166666666666666
2896,2.209973190771963,23,23,23.0,0.11922105652174204,0.9583333333333334
2897,2.8855321662361293,23,23,23.0,0.15566532432276903,0.9583333333333334
2898,1.6281886189050991,17,18,17.5,0.08783562089037654,0.7291666666666666
2899,2.165304741121482,18,18,18.0,0.11681133509038913,0.75
2900,2.220756351326651,18,18,18.0,0.1198027738924964,0.75
2901,4.781139627988015,18,19,18.5,0.25792734509489207,0.7708333333333334
2902,1.7598092885035268,19,19,19.0,0.09493613928360753,0.7916666666666666
2903,1.9173521022249131,21,22,21.5,0.10343507527871379,0.8958333333333334
2904,1.590226274403646,7,7,7.0,0.08578767259923703,0.2916666666666667
2905,1.1850956662131735,8,8,8.0,0.06393215899416366,0.3333333333333333
2906,2.413868025844611,8,8,8.0,0.1302205373110073,0.3333333333333333
2907,0.6030695870044844,8,8,8.0,0.032533694806356664,0.3333333333333333
2908,2.0350217223430236,9,9,9.0,0.109782978723684,0.375
2909,0.4819096329667049,10,10,10.0,0.025997498897362817,0.4166666666666667
2910,0.8338639475777423,11,11,11.0,0.044984319828279336,0.4583333333333333
2912,4.023583018395012,14,14,14.0,0.21705956454993522,0.5833333333333334
2913,4.47713268129052,14,14,14.0,0.24152713285405314,0.5833333333333334
2915,0.8724411059909827,16,16,16.0,0.04706543538336287,0.6666666666666666
2916,0.7268369999477999,17,17,17.0,0.03921055486768189,0.7083333333333334
2917,2.494590997990297,17,17,17.0,0.1345752860767252,0.7083333333333334
2918,3.4018696770917947,18,18,18.0,0.1835200982282009,0.75
2919,1.9760073959515825,19,19,19.0,0.10659934266344344,0.7916666666666666
2921,0.6029615909570035,23,23,23.0,0.032527868761527426,0.9583333333333334
2922,3.710249576418228,23,23,23.0,0.20015621741791984,0.9583333333333334
2923,0.8028092653654056,9,9,9.0,0.0433090180468996,0.375
2924,0.6943010425053779,9,9,9.0,0.03745534297758787,0.375
2925,0.7588326827065665,9,9,9.0,0.04093662064918677,0.375
2926,0.9487373345496919,10,10,10.0,0.05118137534832519,0.4166666666666667
2927,1.6639936340128505,11,11,11.0,0.08976718809116777,0.4583333333333333
2928,2.706546741946621,11,11,11.0,0.1460096273781678,0.4583333333333333
2929,2.327069488540289,12,12,12.0,0.12553803104116953,0.5
2930,2.3638436270149326,13,13,13.0,0.12752187937920859,0.5416666666666666
2931,2.9655879138397747,13,13,13.0,0.15998407843698098,0.5416666666666666
2932,2.506012975683849,13,13,13.0,0.13519146560952638,0.5416666666666666
2933,2.5980592549815786,13,13,13.0,0.14015707094473745,0.5416666666666666
2934,1.3246754453892398,14,14,14.0,0.07146204614932379,0.5833333333333334
2935,1.8104696279546084,15,15,15.0,0.09766910419844357,0.625
2936,1.3120060868485386,16,16,16.0,0.07077857436922155,0.6666666666666666
2937,1.9010283959435994,16,16,16.0,0.10255446300824139,0.6666666666666666
2938,1.398220203402143,17,17,17.0,0.07542955298992551,0.7083333333333334
2939,2.2789017978874617,17,18,17.5,0.12293953663688376,0.7291666666666666
2940,1.0569536858403252,18,18,18.0,0.05701930487057909,0.75
2941,4.974376663783284,0,0,0.0,0.2683518713574004,0.0
2943,6.1483500841531145,1,1,1.0,0.33168402040308376,0.041666666666666664
2944,2.848477741140035,2,2,2.0,0.15366635540893395,0.08333333333333333
2945,5.5503879749687846,3,3,3.0,0.2994258578540517,0.125
2946,4.4256524067691645,3,3,3.0,0.23874993503821834,0.125
2947,2.0221755419796317,4,4,4.0,0.1090899679660931,0.16666666666666666
2948,2.2676628841218744,4,4,4.0,0.12233323282338726,0.16666666666666666
2949,2.561848706899131,6,6,6.0,0.13820362652394214,0.25
2950,5.6724076762253635,7,8,7.5,0.30600843440340575,0.3125
2952,3.608871805702181,9,9,9.0,0.1946872076656503,0.375
2953,2.715233142577442,10,10,10.0,0.14647823118969905,0.4166666666666667
2954,2.429721563700444,10,10,10.0,0.1310757854835517,0.4166666666666667
2955,2.978900120802525,11,11,11.0,0.16070222985409424,0.4583333333333333
2956,2.847718233867809,13,13,13.0,0.15362538239631604,0.5416666666666666
2957,2.9133891178156244,13,13,13.0,0.15716811866102176,0.5416666666666666
2958,2.844019002400107,13,14,13.5,0.1534258205709783,0.5625
2959,2.9600832807861575,14,14,14.0,0.1596871209122666,0.5833333333333334
2960,2.9767580129107545,15,15,15.0,0.1605866699155815,0.625
2963,1.9469827864139615,16,16,16.0,0.10503355687533734,0.6666666666666666
2965,1.3995639296932816,21,21,21.0,0.07550204276888506,0.875
2966,1.806657255047362,22,22,22.0,0.09746343875066589,0.9166666666666666
2968,3.922221861886146,0,0,0.0,0.21159145108153993,0.0
2970,4.13231308603314,2,2,2.0,0.22292520744263022,0.08333333333333333
2971,4.2195635982964115,2,2,2.0,0.22763209633047998,0.08333333333333333
2973,5.171525362305867,7,7,7.0,0.278987419439112,0.2916666666666667
2974,6.0266499464941505,8,8,8.0,0.3251186832980328,0.3333333333333333
2976,4.852816618844132,9,10,9.5,0.2617940918110278,0.3958333333333333
2977,4.606330686381551,11,11,11.0,0.24849695616764442,0.4583333333333333
2978,1.1388162937347268,12,12,12.0,0.06143553337667535,0.5
2979,1.4756546708977003,12,12,12.0,0.07960689734168848,0.5
2980,0.4272779046639783,13,13,13.0,0.02305029012801811,0.5416666666666666
2981,1.4043920176443765,13,13,13.0,0.07576250282736584,0.5416666666666666
2982,1.5029272488631895,14,14,14.0,0.08107816657368375,0.5833333333333334
2984,3.216423555571061,16,16,16.0,0.1735158671235519,0.6666666666666666
2986,6.182209672122454,19,19,19.0,0.33351063796928393,0.7916666666666666
2987,5.341068995787266,19,19,19.0,0.28813376166380056,0.7916666666666666
2988,9.292890513984695,21,21,21.0,0.5013220204861977,0.875
2990,5.45782056955387,22,22,22.0,0.2944321394147852,0.9166666666666666
2991,5.64588691565002,23,23,23.0,0.3045777233392375,0.9583333333333334
2992,2.621101348239359,0,0,0.0,0.1414001189211274,0.0
2993,2.424154785913708,0,0,0.0,0.13077547544724552,0.0
2995,2.814784386895284,1,1,1.0,0.15184870562585337,0.041666666666666664
2996,2.6807325017982526,2,2,2.0,0.14461703085408084,0.08333333333333333
2997,5.011037197172948,3,3,3.0,0.2703295910607963,0.125
2998,5.190378683825451,3,4,3.5,0.280004496442532,0.14583333333333334
2999,12.017236593717596,5,5,5.0,0.648291865782451,0.20833333333333334
3000,1.0326832770680099,0,0,0.0,0.05570999316121883,0.0
3001,1.5011245222018275,0,0,0.0,0.08098091517801753,0.0
3002,1.2579500590314172,0,0,0.0,0.06786242281831756,0.0
3003,0.6901821239517167,5,5,5.0,0.037233140362757516,0.20833333333333334
3006,2.5705720382328727,7,7,7.0,0.13867422262996756,0.2916666666666667
3007,2.3912362377108476,8,8,8.0,0.12899962399696796,0.3333333333333333
3008,1.837329585289263,8,8,8.0,0.0991181138538267,0.3333333333333333
3010,1.7442018762321476,0,0,0.0,0.09409416880707235,0.0
3011,1.430296348595977,1,1,1.0,0.07715995946504564,0.041666666666666664
3012,2.6525474138012504,17,17,17.0,0.14309653459503477,0.7083333333333334
3013,3.8050413288694847,17,17,17.0,0.20526993233716673,0.7083333333333334
3014,3.6860475476690215,17,17,17.0,0.19885059459430446,0.7083333333333334
3015,2.693979103856983,18,18,18.0,0.1453316430943376,0.75
3016,2.7388580154388777,19,19,19.0,0.1477527182805349,0.7916666666666666
3017,1.8097571132042862,19,20,19.5,0.0976306662835967,0.8125
3018,1.1319268012021515,20,20,20.0,0.06106386706775268,0.8333333333333334
3019,0.7309668226438881,21,21,21.0,0.039433345726471954,0.875
3021,1.568310543304324,22,22,22.0,0.08460538829505736,0.9166666666666666
3022,0.8458408756378049,22,22,22.0,0.04563043717629421,0.9166666666666666
3023,1.3090994168593184,23,23,23.0,0.07062176872627444,0.9583333333333334
3024,2.871550554744998,7,7,7.0,0.15491106065078894,0.2916666666666667
3025,0.954458876621528,8,8,8.0,0.05149003442780462,0.3333333333333333
3026,1.3648898855098515,8,8,8.0,0.07363148786863032,0.3333333333333333
3027,1.734442531184286,9,9,9.0,0.09356768304135142,0.375
3029,1.9648245021601405,10,10,10.0,0.10599606095018409,0.4166666666666667
3030,1.4080728883495102,10,10,10.0,0.07596107414769605,0.4166666666666667
3031,1.6339342194379065,10,10,10.0,0.08814557784765253,0.4166666666666667
3032,1.3227957061027336,10,11,10.5,0.07136064016636505,0.4375
3033,1.2937420299607933,11,11,11.0,0.06979328632698535,0.4583333333333333
3034,1.5227205780820832,12,12,12.0,0.08214595401627027,0.5
3035,1.3221820945624783,13,13,13.0,0.07132753776655829,0.5416666666666666
3036,2.0732098288255427,13,13,13.0,0.11184310615890433,0.5416666666666666
3037,0.9976316048293619,13,13,13.0,0.053819066423014504,0.5416666666666666
3038,1.1613868532751581,14,14,14.0,0.06265314360196372,0.5833333333333334
3039,2.0213049958181792,14,15,14.5,0.10904300475696792,0.6041666666666666
3042,1.8069413020107081,17,17,17.0,0.09747876218500134,0.7083333333333334
3043,1.9615401497163714,18,18,18.0,0.10581888053461572,0.75
3044,2.3041298390123695,18,18,18.0,0.12430050957965273,0.75
3045,1.6741993768306431,11,11,11.0,0.09031775560321138,0.4583333333333333
3046,1.4085777868955909,13,13,13.0,0.07598831182566942,0.5416666666666666
3047,2.000936609109901,13,14,13.5,0.10794419478355095,0.5625
3048,3.078012583810492,14,14,14.0,0.16604903342783098,0.5833333333333334
3049,2.6342981188903276,15,15,15.0,0.1421120429147094,0.625
3050,2.363824618036436,15,15,15.0,0.1275208539050041,0.625
3053,1.7240002648145887,18,19,18.5,0.09300435583255307,0.7708333333333334
3055,3.2546598106950646,19,19,19.0,0.1755785920255342,0.7916666666666666
3056,1.6816389621185663,5,5,5.0,0.09071909767460547,0.20833333333333334
3057,2.1582980881851563,6,6,6.0,0.11643334834863227,0.25
3058,3.0543435394713203,6,7,6.5,0.16477216342562506,0.2708333333333333
3059,2.127000623011204,7,7,7.0,0.11474494919516216,0.2916666666666667
3060,0.6179849844494603,8,8,8.0,0.03333833327403443,0.3333333333333333
3061,2.131729216128959,8,9,8.5,0.11500004182240045,0.3541666666666667
3062,3.9860279649804378,9,9,9.0,0.2150335883233856,0.375
3063,3.672187058657325,10,10,10.0,0.19810286509659716,0.4166666666666667
3064,3.796314811935528,10,10,10.0,0.20479916437809578,0.4166666666666667
3065,2.95103960928614,11,11,11.0,0.1591992434685176,0.4583333333333333
3066,4.2278349461841165,11,11,11.0,0.22807830936064197,0.4583333333333333
3068,3.826728360061604,12,12,12.0,0.20643987900545246,0.5
3069,3.740492069101686,12,12,12.0,0.2017877041457355,0.5
3070,4.751970135213802,13,13,13.0,0.2563537433148948,0.5416666666666666
3071,2.060795057966882,14,14,14.0,0.11117336857818379,0.5833333333333334
3073,3.5661647069580047,15,15,15.0,0.19238329490574912,0.625
3075,4.679976134086084,16,17,16.5,0.2524698948983103,0.6875
3076,4.716021728639925,19,19,19.0,0.2544144405985059,0.7916666666666666
3077,1.9087326662264825,11,12,11.5,0.10297008399707952,0.4791666666666667
3078,2.462131958366523,17,17,17.0,0.13282422365941338,0.7083333333333334
3079,1.454429032482453,18,18,18.0,0.07846184135287337,0.75
3080,3.159604175466927,19,19,19.0,0.1704506414659687,0.7916666666666666
3082,4.579302026438903,9,10,9.5,0.24703884554069883,0.3958333333333333
3084,2.1969349570525334,10,10,10.0,0.11851768509366385,0.4166666666666667
3085,2.8097393351143873,11,11,11.0,0.15157654105569615,0.4583333333333333
3087,2.002866702555695,12,12,12.0,0.10804831721397413,0.5
3088,3.642234769308099,13,13,13.0,0.19648703391983424,0.5416666666666666
3089,3.6928589299445163,14,14,14.0,0.19921804710216692,0.5833333333333334
3090,1.5256479331495347,14,14,14.0,0.08230387555369577,0.5833333333333334
3091,6.24047538308347,15,15,15.0,0.3366538885972865,0.625
3092,5.362054059618047,16,16,16.0,0.28926583941548045,0.6666666666666666
3094,2.5369715701707976,18,18,18.0,0.1368615837623502,0.75
3095,3.8735677884760342,19,19,19.0,0.2089667178674625,0.7916666666666666
3096,5.129156822933735,19,19,19.0,0.27670177088540077,0.7916666666666666
3097,5.840745635352571,20,20,20.0,0.3150897343140391,0.8333333333333334
3098,4.74634671824386,21,21,21.0,0.25605037777398315,0.875
3099,7.825597455465869,21,22,21.5,0.4221662056581783,0.8958333333333334
3100,3.6365629119803504,8,8,8.0,0.19618105517498866,0.3333333333333333
3101,6.863807910908253,8,9,8.5,0.37028070490526177,0.3541666666666667
3102,2.599849956336382,11,11,11.0,0.14025367361318883,0.4583333333333333
3104,3.126818499254733,16,16,16.0,0.1686819580388941,0.6666666666666666
3105,3.10104565427453,17,17,17.0,0.1672915946530661,0.7083333333333334
3106,4.137940791270902,17,18,17.5,0.22322880432201342,0.7291666666666666
3107,4.601716477437628,18,18,18.0,0.24824803420442618,0.75
3108,4.277715157630681,19,19,19.0,0.23076918883964143,0.7916666666666666
3109,3.603763380970978,19,19,19.0,0.19441162432547276,0.7916666666666666
3110,3.469152943331879,20,20,20.0,0.1871498174125203,0.8333333333333334
3111,4.019560765192178,20,20,20.0,0.2168425767247244,0.8333333333333334
3113,3.4189759076908097,21,21,21.0,0.18444292520801903,0.875
3114,3.0193876264129846,21,21,21.0,0.16288640259201004,0.875
3115,3.695965852259219,22,22,22.0,0.19938565572404365,0.9166666666666666
3116,3.1357435865554244,23,23,23.0,0.16916343824054556,0.9583333333333334
3117,3.554619345294742,23,23,23.0,0.19176045919843496,0.9583333333333334
3118,4.66710993436331,9,9,9.0,0.2517758041596651,0.375
3119,2.12460956835691,9,9,9.0,0.1146159593670156,0.375
3120,1.1629890048913245,9,9,9.0,0.06273957460899356,0.375
3121,1.2712033426675096,11,11,11.0,0.06857739550851807,0.4583333333333333
3122,3.0732774936197065,11,11,11.0,0.16579359030407342,0.4583333333333333
3123,0.8963786319102689,12,12,12.0,0.048356789116761334,0.5
3124,0.9353182082019412,12,12,12.0,0.05045745596891465,0.5
3125,2.3019535273892435,14,14,14.0,0.1241831044581277,0.5833333333333334
3126,3.1492540067722845,14,14,14.0,0.16989228263514392,0.5833333333333334
3127,2.645550870410916,14,14,14.0,0.1427190932312757,0.5833333333333334
3128,1.6100978294578963,15,15,15.0,0.08685968007796582,0.625
3130,2.8598865823460935,18,18,18.0,0.15428182626982703,0.75
3131,3.807100217433588,20,20,20.0,0.20538100285643723,0.8333333333333334
3132,5.658907585901952,20,20,20.0,0.3052801472738529,0.8333333333333334
3133,7.10638472240679,8,9,8.5,0.38336695584952274,0.3541666666666667
3136,1.5546845352367011,10,10,10.0,0.08387030830187955,0.4166666666666667
3138,1.3915143615458445,11,11,11.0,0.07506779405352124,0.4583333333333333
3139,1.9475233408154928,12,12,12.0,0.10506271807382027,0.5
3140,2.990927204058256,13,13,13.0,0.16135105291611623,0.5416666666666666
3142,3.690798939538919,0,0,0.0,0.19910691714203643,0.0
3143,1.9715632089529729,0,0,0.0,0.10635959284585884,0.0
3144,1.4893135576841368,0,1,0.5,0.08034375103764711,0.020833333333333332
3145,1.2359624998907441,1,1,1.0,0.06667626361872579,0.041666666666666664
3146,0.6086330630735058,1,2,1.5,0.0328338267254459,0.0625
3147,4.460149611924171,2,2,2.0,0.24061095003278965,0.08333333333333333
3148,3.370964909923448,2,2,2.0,0.18185288388878998,0.08333333333333333
3149,2.6676938606163487,2,2,2.0,0.14391363744469224,0.08333333333333333
3150,2.218892142442378,4,4,4.0,0.11970220572556647,0.16666666666666666
3151,1.1251464709455516,5,6,5.5,0.06069808971799406,0.22916666666666666
3153,1.2297539736347214,7,7,7.0,0.06634133328437751,0.2916666666666667
3154,0.3838136547883643,8,8,8.0,0.020705531461834643,0.3333333333333333
3156,0.9222001635785954,13,13,13.0,0.04974977899526396,0.5416666666666666
3157,4.398543172099073,13,13,13.0,0.23728747765983937,0.5416666666666666
3158,2.417013435569461,18,19,18.5,0.13039022220680432,0.7708333333333334
3159,2.625209694250081,19,20,19.5,0.14162175118074047,0.8125
3160,2.9776369436997996,20,20,20.0,0.16063408544881827,0.8333333333333334
3161,7.93360813928278,21,22,21.5,0.42799304007140027,0.8958333333333334
3162,5.390910972452282,22,22,22.0,0.29082257849739285,0.9166666666666666
3164,4.161091705591356,23,23,23.0,0.22447772285019013,0.9583333333333334
3165,1.6836080343213349,0,0,0.0,0.0908253228855546,0.0
3166,2.362343719870516,13,13,13.0,0.1274409641377077,0.5416666666666666
3168,5.407215850215517,14,15,14.5,0.2917021750289289,0.6041666666666666
3169,2.416245659120885,16,16,16.0,0.13034880309830385,0.6666666666666666
3170,1.7345655893481229,17,17,17.0,0.09357432163966906,0.7083333333333334
3171,7.670042440019937,18,19,18.5,0.41377450508635294,0.7708333333333334
3172,4.703933310526714,20,20,20.0,0.25376230871511857,0.8333333333333334
3174,5.983112616188454,20,21,20.5,0.3227699821740304,0.8541666666666666
3175,7.158063406985836,21,21,21.0,0.3861548572597727,0.875
3176,6.318002724616847,22,22,22.0,0.34083624320933614,0.9166666666666666
3177,2.2399371182875467,23,23,23.0,0.12083751554073174,0.9583333333333334
3179,10.30423752768673,5,5,5.0,0.5558809897927656,0.20833333333333334
3181,4.630233260298286,7,8,7.5,0.2497864243511687,0.3125
3182,3.4149285888232743,8,8,8.0,0.1842245851695594,0.3333333333333333
3183,4.103632589656203,8,8,8.0,0.22137798547002702,0.3333333333333333
3184,1.6758589234804238,9,9,9.0,0.09040728289058307,0.375
3185,1.5746371980415315,10,10,10.0,0.08494669128695233,0.4166666666666667
3187,5.354001492096547,11,11,11.0,0.2888314288933824,0.4583333333333333
3188,3.2981383226160905,12,12,12.0,0.17792412008391179,0.5
3189,4.926236543324774,12,12,12.0,0.26575486427780654,0.5
3190,3.3970069748222467,13,13,13.0,0.18325777083683392,0.5416666666666666
3192,3.853572936034062,14,14,14.0,0.20788805888504489,0.5833333333333334
3193,1.990485747097732,14,14,14.0,0.10738040386705638,0.5833333333333334
3194,2.4686570001952832,14,15,14.5,0.13317622900677312,0.6041666666666666
3195,1.4348357779264322,15,15,15.0,0.0774048473048812,0.625
3196,1.4520947096138141,15,16,15.5,0.07833591202494122,0.6458333333333334
3197,3.8657272718898716,16,16,16.0,0.20854374682193952,0.6666666666666666
3198,3.734434591175226,16,16,16.0,0.20146092239052452,0.6666666666666666
3199,2.870299117383563,9,9,9.0,0.15484354956738575,0.375
3200,1.5880536714122535,9,9,9.0,0.08567046754665192,0.375
3201,1.8880459736622732,9,9,9.0,0.10185410243054115,0.375
3202,3.394836723814498,10,10,10.0,0.18314069266631963,0.4166666666666667
3203,5.093491327424898,10,10,10.0,0.27477773032523006,0.4166666666666667
3204,6.041743307938659,13,13,13.0,0.32593292236002347,0.5416666666666666
3205,3.870087984484076,14,14,14.0,0.20877899345969944,0.5833333333333334
3206,2.6366472682944586,14,14,14.0,0.14223877208728825,0.5833333333333334
3207,1.9366965700407122,14,14,14.0,0.10447864806976868,0.5833333333333334
3208,1.6193216766446714,14,14,14.0,0.08735727742955103,0.5833333333333334
3209,2.188990154352952,14,14,14.0,0.11808908814250808,0.5833333333333334
3210,2.078283175442961,15,15,15.0,0.112116797145906,0.625
3211,2.374589393680201,15,15,15.0,0.12810157946802367,0.625
3212,1.866653662217939,16,16,16.0,0.10070005495951966,0.6666666666666666
3213,2.7308529544773092,16,17,16.5,0.147320870586932,0.6875
3214,3.2161390775189003,17,17,17.0,0.1735005204333398,0.7083333333333334
3215,2.5943943366784206,18,18,18.0,0.13995936020598604,0.75
3217,0.877300563137885,19,19,19.0,0.047327587710637685,0.7916666666666666
3218,0.7660403821578352,19,19,19.0,0.041325453213880134,0.7916666666666666
3219,3.5088663549472097,7,7,7.0,0.18929223023030142,0.2916666666666667
3220,1.241176274786273,7,7,7.0,0.06695753026671367,0.2916666666666667
3221,0.45225640538418127,8,8,8.0,0.024397801156037173,0.3333333333333333
3222,3.0425225034197614,8,9,8.5,0.1641344559578905,0.3541666666666667
3223,1.4635361728174023,10,10,10.0,0.0789531427393147,0.4166666666666667
3226,2.949301454037234,12,12,12.0,0.15910547549611023,0.5
3227,3.2069113328201158,12,12,12.0,0.17300271282332183,0.5
3229,2.0913822503952457,13,13,13.0,0.11282345076586388,0.5416666666666666
3230,4.175451191603102,13,14,13.5,0.22525237165614762,0.5625
3231,1.5439479203444055,14,14,14.0,0.08329110192224043,0.5833333333333334
3232,2.294902032271003,0,0,0.0,0.1238026986226339,0.0
3233,3.1635934278679336,8,8,8.0,0.1706658490024066,0.3333333333333333
3234,1.9057717447084301,8,8,8.0,0.10281035165592073,0.3333333333333333
3235,2.402836582590227,9,9,9.0,0.12962542587470616,0.375
3237,2.236258991569075,10,10,10.0,0.12063909224979406,0.4166666666666667
3238,1.2694529556802365,11,11,11.0,0.06848296767255338,0.4583333333333333
3239,1.279384778020307,12,12,12.0,0.06901875804209891,0.5
3240,1.2877777692289558,12,12,12.0,0.06947153334428405,0.5
3241,1.1241987952640584,12,13,12.5,0.06064696561546677,0.5208333333333334
3242,0.9700562328319287,14,14,14.0,0.05233146241168907,0.5833333333333334
3243,0.578174510909858,14,14,14.0,0.031190684272752057,0.5833333333333334
3244,0.648906924423956,15,15,15.0,0.035006474031965315,0.625
3245,0.5323290819297769,16,16,16.0,0.028717468533067662,0.6666666666666666
3246,4.325556896955701,16,16,16.0,0.23335009920180483,0.6666666666666666
3247,0.8512509329204413,17,17,17.0,0.045922292637605826,0.7083333333333334
3248,0.5845022678690694,17,17,17.0,0.03153204672603434,0.7083333333333334
3250,0.40849337034830974,18,18,18.0,0.022036923976458307,0.75
3251,0.7647446947751448,19,19,19.0,0.041255554981932674,0.7916666666666666
3254,0.8352425203804481,19,19,19.0,0.04505868946620843,0.7916666666666666
3256,0.7386402765531003,20,20,20.0,0.03984730426951998,0.8333333333333334
3257,1.1148833289347777,20,20,20.0,0.06014442570122391,0.8333333333333334
3258,1.0807958871651746,21,21,21.0,0.058305516143920245,0.875
3260,1.3075190862129675,22,22,22.0,0.07053651489147754,0.9166666666666666
3261,1.3275978475187098,22,22,22.0,0.07161970049142696,0.9166666666666666
3263,4.458064888285088,15,16,15.5,0.24049848579302188,0.6458333333333334
3264,5.367910304104625,17,17,17.0,0.2895817652637463,0.7083333333333334
3265,3.624067708841728,17,17,17.0,0.19550697852742535,0.7083333333333334
3268,1.527156328434687,8,8,8.0,0.08238524870351459,0.3333333333333333
3269,1.5233545652784837,8,9,8.5,0.08218015561821355,0.3541666666666667
3270,1.5896034969988981,9,9,9.0,0.08575407573006144,0.375
3271,0.9114246003937256,9,9,9.0,0.049168471478556845,0.375
3272,1.4237812568230521,10,10,10.0,0.07680849089169481,0.4166666666666667
3274,2.61895567179783,10,11,10.5,0.14128436647065373,0.4375
3275,2.117813504078346,11,11,11.0,0.1142493332165884,0.4583333333333333
3276,1.5418302438898916,11,11,11.0,0.08317685998241392,0.4583333333333333
3277,1.3095779365377156,11,12,11.5,0.0706475833478559,0.4791666666666667
3279,3.3349517837727207,13,13,13.0,0.17991008975614228,0.5416666666666666
3280,2.8421839741688255,14,14,14.0,0.15332682660788674,0.5833333333333334
3281,5.616454092108595,14,14,14.0,0.30298991569809547,0.5833333333333334
3282,4.400288762425267,14,14,14.0,0.23738164673112583,0.5833333333333334
3283,7.119795824394195,15,15,15.0,0.384090442340099,0.625
3284,2.7062319112904065,16,16,16.0,0.1459926432610681,0.6666666666666666
3285,3.917208019013117,16,17,16.5,0.2113209701331499,0.6875
3286,1.6425720105614345,18,19,18.5,0.08861155933017062,0.7708333333333334
3287,2.0826055918750446,19,19,19.0,0.11234997782697115,0.7916666666666666
3288,5.635465240430736,20,20,20.0,0.30401550695780916,0.8333333333333334
3289,2.202078389835476,21,21,21.0,0.11879515700739182,0.875
3290,2.9506687454979987,0,0,0.0,0.1591792365413601,0.0
3293,4.621869076426334,0,0,0.0,0.24933520311358986,0.0
3295,2.7273813263177478,6,6,6.0,0.1471335872394408,0.25
3296,3.1905071195694226,6,7,6.5,0.17211775745674907,0.2708333333333333
3297,4.99741287670711,7,8,7.5,0.2695946021083916,0.3125
3298,3.5803815721404453,13,13,13.0,0.1931502497695254,0.5416666666666666
3299,2.555088164041858,14,14,14.0,0.13783891664172718,0.5833333333333334
3301,2.6582419214708826,14,14,14.0,0.14340373525411043,0.5833333333333334
3302,2.993153800566628,14,14,14.0,0.16147117074799047,0.5833333333333334
3305,2.6429626267766175,16,16,16.0,0.14257946568198906,0.6666666666666666
3307,2.7739938061074056,18,19,18.5,0.14964818294169918,0.7708333333333334
3308,2.740014240436629,19,19,19.0,0.14781509295837458,0.7916666666666666
3309,2.5975247761822886,20,20,20.0,0.14012823750575915,0.8333333333333334
3310,2.347323479547356,21,21,21.0,0.1266306697287008,0.875
