traj_id,dis1
0,2.3055179083017876
1,2.0230313397522144
2,2.2552000678579645
3,0.8988931403552443
4,0.49446963220693657
5,1.5066900501349076
6,3.1430251753031024
7,3.701970866605627
8,3.9971633761575145
10,3.9874328166098434
12,3.439221923972101
14,3.5516837332156665
15,5.085144060021189
17,4.255015091091444
18,2.7108596808328347
19,5.540530611574133
20,4.16444541229498
21,2.7023881770110907
22,2.3490057012897845
23,2.6905715351895574
26,1.429162927509632
27,1.2336976396307087
28,1.97316871395574
29,2.202887210139717
30,2.074832526997186
31,1.9939330668484019
32,1.3685118108944547
33,1.2505283404969978
34,0.8732130241014215
35,1.3759890474057246
36,1.7597888185775594
37,1.2521634558934873
38,1.3776396349946525
39,3.0254242989772457
41,2.8433233501275703
42,3.524312005664691
43,3.576768817366671
44,3.1041227089056145
45,2.398656656354514
46,1.4017977624061557
47,1.479750444090835
48,9.14555640563659
49,4.391544149730257
50,1.474220770977093
51,0.8485819265586082
52,0.8871180019088666
54,1.2514444559972777
56,0.44003985758481756
57,3.1695678052850598
58,1.7563355836901742
59,2.757051009866144
61,2.3320459728550698
62,2.31748321709274
63,4.147875106218245
64,11.483035156354626
65,4.052024878141459
66,6.420982119352273
68,2.8953915286564755
69,2.735968348454841
70,2.895148961628851
71,2.7765667251349613
72,2.9903161339906603
73,2.210977219374471
74,1.950468904339698
75,2.619065138718833
76,3.4416973693024855
78,2.850004705114496
79,2.6540996090213143
80,3.097742162400019
81,3.00723355166116
83,1.4869969166460204
84,1.5573859012091755
85,1.4708166131180727
87,0.8683398281169936
88,1.4945210572856669
90,1.1084708118302304
91,0.9126457588206158
92,0.7775180493920487
93,6.109973449059838
94,2.3871715932816238
95,2.891090082837406
96,2.667904097737683
98,3.085665641746731
99,6.889495613547016
100,3.8301298788055482
101,3.1104347134032064
102,3.7911671914900262
103,4.234464040467604
104,5.079014329029766
106,3.214004316313344
107,0.754755583273811
108,1.4491694982206695
109,4.150156406683946
110,2.276223254031716
111,2.8898669268879353
113,4.550671537313117
114,2.510870097029908
115,2.2085756688283924
116,1.473213685491138
118,1.3231842626364445
119,2.557603795825859
120,3.9139271262444937
121,3.2659166004226745
122,2.81082192253649
123,2.6275698619005117
124,4.5359822900192235
127,2.3034212870948036
128,2.7039371227853253
129,2.7120701115626344
130,9.627184751621195
131,6.312159438237996
132,5.519923039061759
133,1.9058918080141964
134,1.5575236699668353
135,3.661667015037893
137,1.7491666228936043
139,5.589470308259639
140,4.012803554523949
142,0.8749629774553676
143,2.4061037026717793
144,3.3914266851556594
146,5.133675671670556
147,2.9448868681246854
149,3.3742841909834627
150,4.29746166278706
151,3.3101124097135464
154,3.954565743925231
156,3.947117740842742
157,2.4725759181970792
158,2.385222019982948
160,1.520600497547482
164,1.862012542838255
167,1.7195833313395652
168,1.4642961942748776
169,0.9833667789054363
170,4.035065909338456
171,4.273999432012157
172,3.2038907291155923
173,1.811009161142631
175,1.594978550258648
176,2.071488157423308
177,1.3417661458269063
178,0.6649062888423897
179,1.5946547467498695
180,2.176630584943091
181,0.8831858670810531
182,1.0033867565135743
183,4.116968845566049
